通し番号,ファイル名,カテゴリ,種別,出所URL,出所ドメイン,状況メモ,md5
11,0011.png,墜落・転落,教育イラスト,"https://ebipop.com/anzentai02/",ebipop.com,"高所作業車 墜落 災害 イラスト",76a50dbd0aaa1d26a4d608b9313b2f7f
12,0012.png,墜落・転落,教育イラスト,"http://www.support-ss.co.jp/manual/",www.support-ss.co.jp,"高所作業車 墜落 災害 イラスト",dc85f3a84908c9ebc783d116510576cc
13,0013.png,墜落・転落,教育イラスト,"https://www.rodo.co.jp/series/108201/",www.rodo.co.jp,"高所作業車 墜落 災害 イラスト",1195a5040b86e2b49fbfc78830c176aa
14,0014.jpg,墜落・転落,教育イラスト,"https://maruyama-support.jp/maruyama/682/",maruyama-support.jp,"高所作業車 転落 事故 イラスト",40f26bd0f0574b88e6f0f0fc6c10d8c2
15,0015.jpg,墜落・転落,教育イラスト,"https://storage.googleapis.com/dchtbjucjucroe/forklift-accident-clipart.html",storage.googleapis.com,"高所作業車 転落 事故 イラスト",7330be7636b79d59778f30f5814cc7b4
16,0016.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/115673158",pixta.jp,"高所作業車 転落 事故 イラスト",d8273f29de718103992acbbaf3e6dbd2
17,0017.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=658161",www.ac-illust.com,"高所作業車 転落 事故 イラスト",106ef7349370e0db0a204957d7f52112
18,0018.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/97632501",pixta.jp,"高所作業車 転落 事故 イラスト",4d1a4cb632b6b14abf969eb6cc6d3f1d
19,0019.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/62643242",pixta.jp,"高所作業車 転落 事故 イラスト",320055ff1bd2876061941a61cc424630
20,0020.gif,墜落・転落,教育イラスト,"https://torack7.blog.fc2.com/blog-entry-523.html",torack7.blog.fc2.com,"高所作業車 転落 事故 イラスト",945f76b985a04514a05734ea8cc22582
21,0021.jpg,墜落・転落,教育イラスト,"https://kenki-go.com/media/607/",kenki-go.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",cd0b931cd5022e8add9aeeb6fdfa44ee
22,0022.jpg,墜落・転落,教育イラスト,"https://kenki-go.com/media/607/",kenki-go.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",01100c565dae1632fc7f546f766e1420
23,0023.jpg,墜落・転落,教育イラスト,"https://kenki-go.com/media/607/",kenki-go.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",b9f4a860e3604eb39940c8f2e7160749
24,0024.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/60034577",pixta.jp,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",5ebc408ce78cf21faebfca2b10b9c123
25,0025.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/60069778",pixta.jp,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",da8660cdfea725739ffbdca733b39826
26,0026.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=23301375",www.ac-illust.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",d01a20e063a525f94432be5506073290
27,0027.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=1394745",www.ac-illust.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",70d09e26d10e612d6abcad9880dd1608
28,0028.png,墜落・転落,教育イラスト,"https://www.irasutoya.com/2018/08/blog-post_290.html",www.irasutoya.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",4eb7d6bd24d564e9ada152f5ef454844
29,0029.webp,墜落・転落,教育イラスト,"http://nochikujorney.com/post-1985/",nochikujorney.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",2c6f1b0b89dbe2b59a8badb0abf459de
30,0030.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=42337",www.ac-illust.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",5bf18412846ace58d112dcdbecc05a8e
31,0031.png,墜落・転落,教育イラスト,"https://support-ss.co.jp/manual/",support-ss.co.jp,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",7090d74714c141baf9b7fa43fbc1e335
32,0032.png,墜落・転落,教育イラスト,"https://ebipop.com/illust-anzentai/",ebipop.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",3eceef0e4ecdd523845b71e47f198b58
33,0033.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/88494692",pixta.jp,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",bd071ffe7f44478ab07f32143a6a903c
34,0034.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=2497978",www.ac-illust.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",299bd261027fd34b2aa3c33fe76ad5ef
35,0035.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=23301377",www.ac-illust.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",0ad647be56140ab28d126e6612de44ca
36,0036.png,墜落・転落,教育イラスト,"https://kenki-kyosyu.com/3836/",kenki-kyosyu.com,"高所作業車 バケット 墜落 安全帯 未使用 イラスト",6ea5f4a5679aad3ad46cc9c5fc88761e
37,0037.jpg,墜落・転落,ヒヤリハット挿絵,"http://www.sacl.or.jp/case/",www.sacl.or.jp,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",71ae19569a125c4aeb077e0d62c5cab5
38,0038.jpg,墜落・転落,ヒヤリハット挿絵,"https://www.sacl.or.jp/case/unsafe/",www.sacl.or.jp,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",fba4804c23ad7c6ab3e617395d5d9f0c
39,0039.jpg,墜落・転落,ヒヤリハット挿絵,"https://www.ac-illust.com/main/detail.php?id=23104332",www.ac-illust.com,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",690e25edbf3df4444e362f6459820934
40,0040.jpg,墜落・転落,ヒヤリハット挿絵,"https://www.ac-illust.com/main/detail.php?id=22041855",www.ac-illust.com,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",9dcceaa8b4144d35d9b27ee8288e7b84
41,0041.jpg,墜落・転落,ヒヤリハット挿絵,"https://marketing.nitto-lmaterials.com/column/forklift_accident/",marketing.nitto-lmaterials.com,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",0f2613582794ccb39b50a64f6c793a77
42,0042.gif,墜落・転落,ヒヤリハット挿絵,"https://anzeninfo.mhlw.go.jp/hiyari/01.html",anzeninfo.mhlw.go.jp,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",c327713ee8995c2cc26b7ddf8f648d87
43,0043.jpg,墜落・転落,ヒヤリハット挿絵,"https://www.studiospeak.co.jp/free/hiyari/",www.studiospeak.co.jp,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",65601474eaa1fa3a4cb5b9928ac94539
44,0044.webp,墜落・転落,ヒヤリハット挿絵,"https://pixta.jp/illustration/16383089",pixta.jp,"高所作業車 乗り出し 墜落 ヒヤリハット イラスト",61d8d7f14f06a8b9355afe0ff2f3d74f
45,0045.png,墜落・転落,KYT教材,"https://www.rodo.co.jp/series/37741/",www.rodo.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",9a40160c63907c39a3d58a9cfb80df45
46,0046.jpg,墜落・転落,KYT教材,"https://www.planex00.com/product/?mca=1&p=1&id=1573696661-553819",www.planex00.com,"高所作業車 アウトリガー 墜落 KYT 教材",1503f145b79290eca1908872a8fdad54
47,0047.jpg,墜落・転落,KYT教材,"https://www.rent.co.jp/media/knowhow/aerial-work-platform-kinds/",www.rent.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",72f3255fdff47c7e9f75817a55c88b2e
48,0048.jpg,墜落・転落,KYT教材,"https://kenki-kyosyu.com/3836/",kenki-kyosyu.com,"高所作業車 アウトリガー 墜落 KYT 教材",a831b847167ee1930de3fa7d1848df09
49,0049.jpg,墜落・転落,KYT教材,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-license/",www.rent.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",1cdc19f52d2cc5ce1968e5c37e5d567b
50,0050.png,墜落・転落,KYT教材,"https://www.atpress.ne.jp/news/341489",www.atpress.ne.jp,"高所作業車 アウトリガー 墜落 KYT 教材",ea1524bf64eabcd19b5c9a08d85694bf
51,0051.jpg,墜落・転落,KYT教材,"https://yamadabody.jp/blog/products/kasoupa-tu/truck-loading-platform-accident/",yamadabody.jp,"高所作業車 アウトリガー 墜落 KYT 教材",93a84831ca7d387bedf3ae4fa2daf3a5
52,0052.jpg,墜落・転落,KYT教材,"https://www.pinterest.com/pin/2022--753297475183298814/",www.pinterest.com,"高所作業車 アウトリガー 墜落 KYT 教材",e8a9a20cf507f6ec3e2d76a2798f14cf
53,0053.jpg,墜落・転落,KYT教材,"https://t-i-trading.co.jp/fp/knowledge/safety/page1-1/",t-i-trading.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",e85aef76dfe05fee0c1a573b9ca861fb
54,0054.jpg,墜落・転落,KYT教材,"https://www.kensaibou.or.jp/safe_tech/foreign_worker_education/japanese/example_of_accidents/falls/index.html",www.kensaibou.or.jp,"高所作業車 アウトリガー 墜落 KYT 教材",1006171745bb7d143b14ab3e3ae68a11
55,0055.jpg,墜落・転落,KYT教材,"https://ec.midori-anzen.com/shop/g/g4068274270/",ec.midori-anzen.com,"高所作業車 アウトリガー 墜落 KYT 教材",56b281ed143c70d1a6dfe11236bd15c2
56,0056.webp,墜落・転落,KYT教材,"https://akrobat.jp/archives/column/tenraku-tsuiraku",akrobat.jp,"高所作業車 アウトリガー 墜落 KYT 教材",859a7c211737cbc90f21edf0151661f1
57,0057.jpg,墜落・転落,KYT教材,"http://www.sumitomonacco.co.jp/blog/kyt-1r/",www.sumitomonacco.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",81547ea90db581911bafe28fa6de093e
58,0058.webp,墜落・転落,KYT教材,"https://blog.kaminashi.jp/kyt",blog.kaminashi.jp,"高所作業車 アウトリガー 墜落 KYT 教材",f1747930a805deb3cfa95cbb96e18123
59,0059.png,墜落・転落,KYT教材,"https://anzenkouen.com/1m-anzen/kiken-anzenkokorogamae",anzenkouen.com,"高所作業車 アウトリガー 墜落 KYT 教材",c59b7c92eda827d534b75df5d8d57a36
60,0060.jpg,墜落・転落,KYT教材,"https://www.nasva.go.jp/fusegu/mng_dorareko-kyt.html",www.nasva.go.jp,"高所作業車 アウトリガー 墜落 KYT 教材",9ce4cbddd2578d43af076c39d704712e
61,0061.jpg,墜落・転落,KYT教材,"https://reno-happia.co.jp/20190306/",reno-happia.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",4baaeea7dd0314fbbbc79c8fcd557f85
62,0062.jpg,墜落・転落,KYT教材,"https://tokuworld.co.jp/blog/329",tokuworld.co.jp,"高所作業車 アウトリガー 墜落 KYT 教材",2aaab9b7d3bf2153ad3f4d96f3c3b2f6
63,0063.png,墜落・転落,KYT教材,"https://marutpluswrk.xsrv.jp/glossary/634/",marutpluswrk.xsrv.jp,"高所作業車 アウトリガー 墜落 KYT 教材",dc78c822b1f076a32fd4ecce5152e7ad
64,0064.gif,墜落・転落,教育イラスト,"https://www.aichi-corp.co.jp/service/forsafety/forsafety_jisou",www.aichi-corp.co.jp,"高所作業車 バケット 身を乗り出す 転落 危険 イラスト",865f168827fe5f8d75331cefd32bdd89
65,0065.webp,墜落・転落,教育イラスト,"https://pixta.jp/illustration/54067566",pixta.jp,"高所作業車 バケット 身を乗り出す 転落 危険 イラスト",2c431e04b7b57519a01314b133c00187
66,0066.png,墜落・転落,注意喚起ポスター,"http://kensaibo-kyoto.jp/poster/",kensaibo-kyoto.jp,"高所作業車 墜落 注意喚起 ポスター",763e2f2fdb58bef5ede575dd595106e2
67,0067.jpg,墜落・転落,注意喚起ポスター,"https://www.dcm-ekurashi.com/goods/1146151",www.dcm-ekurashi.com,"高所作業車 墜落 注意喚起 ポスター",d15fd3ffd424bbe7d55bb9c37e7f38e2
68,0068.jpg,墜落・転落,注意喚起ポスター,"https://www.kensetsunews.com/web-kan/34667",www.kensetsunews.com,"高所作業車 墜落 注意喚起 ポスター",4fe984b7712c84d1722b584a7fe772e1
69,0069.jpg,墜落・転落,注意喚起ポスター,"https://www.tokubetu.or.jp/anzenposter/hyoushiki05.html",www.tokubetu.or.jp,"高所作業車 墜落 注意喚起 ポスター",ce43587502512081f8863fc3974c4a14
70,0070.jpg,墜落・転落,注意喚起ポスター,"https://ec.midori-anzen.com/shop/g/g4068182140/",ec.midori-anzen.com,"高所作業車 墜落 注意喚起 ポスター",12c6f313bd25fd893db84445807c46d8
71,0071.jpg,墜落・転落,注意喚起ポスター,"https://www.rodo.co.jp/news/151453/",www.rodo.co.jp,"高所作業車 墜落 注意喚起 ポスター",be57e633d1cbb81e054277921d83b423
72,0072.png,墜落・転落,注意喚起ポスター,"https://support-ss.co.jp/manual/",support-ss.co.jp,"高所作業車 墜落 注意喚起 ポスター",b4137380c819487e1add653e7e104ebf
73,0073.jpg,墜落・転落,注意喚起ポスター,"https://store.skattsei.co.jp/anzen/products/view/1765",store.skattsei.co.jp,"高所作業車 墜落 注意喚起 ポスター",5f4824e15c5a1b1528ffb5050b738f7a
74,0074.jpg,墜落・転落,注意喚起ポスター,"https://ec.midori-anzen.com/shop/g/g4068274250/",ec.midori-anzen.com,"高所作業車 墜落 注意喚起 ポスター",f2f6c0724d96056ed1a16eab60d01170
75,0075.jpg,墜落・転落,注意喚起ポスター,"https://t-i-trading.co.jp/fp/knowledge/measures/page3-1/",t-i-trading.co.jp,"高所作業車 墜落 注意喚起 ポスター",45df75b8dad5702814c5446f47e7f640
76,0076.webp,墜落・転落,注意喚起ポスター,"https://shop.jisha.or.jp/products/36238",shop.jisha.or.jp,"高所作業車 墜落 注意喚起 ポスター",d10bec4f6364a77f2916c6725d7ba243
77,0077.webp,墜落・転落,注意喚起ポスター,"https://www.gc-select.com/products/6300001143",www.gc-select.com,"高所作業車 墜落 注意喚起 ポスター",4c9be4e551769b565c5e8f2474863d3e
78,0078.jpg,墜落・転落,注意喚起ポスター,"https://www.tokubetu.or.jp/anzenposter/hyoushiki05.html",www.tokubetu.or.jp,"高所作業車 墜落 注意喚起 ポスター",9a2bb630e7dcd6c6e0b69ae6659a50a8
79,0079.jpg,墜落・転落,注意喚起ポスター,"https://ec.midori-anzen.com/shop/g/g4068340290/",ec.midori-anzen.com,"高所作業車 墜落 注意喚起 ポスター",da4ac0d5ea1968eee057c9a6eb7a9c98
80,0080.webp,墜落・転落,注意喚起ポスター,"https://shop.jisha.or.jp/products/36253",shop.jisha.or.jp,"高所作業車 墜落 注意喚起 ポスター",9edfd6e1f1e25107a25d8562e814bf60
81,0081.jpg,墜落・転落,教育イラスト,"https://www.ac-illust.com/main/detail.php?id=26223726",www.ac-illust.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",85abcc873f2b8f19723633cd37fabde8
82,0082.png,墜落・転落,教育イラスト,"https://www.rent.co.jp/media/koushosagyousha/safety-harness-for-high-altitude-work-vehicles/",www.rent.co.jp,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",d299b8b4b9f8069c4fb8224681689a71
83,0083.jpg,墜落・転落,教育イラスト,"https://www.haikanbuhin.com/top/detail/asp/detail.asp?gcode=605707",www.haikanbuhin.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",92432bbd165e52931f28bd65da904165
84,0084.png,墜落・転落,教育イラスト,"https://www.rent.co.jp/media/koushosagyousha/safety-harness-for-high-altitude-work-vehicles/",www.rent.co.jp,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",27860989f669266e31e64551a0099e64
85,0085.gif,墜落・転落,教育イラスト,"https://kenki-go.com/media/422/",kenki-go.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",083f450d42ae6e3c5b9aa2a328410e62
86,0086.png,墜落・転落,教育イラスト,"https://www.irasutoya.com/2019/09/2_21.html",www.irasutoya.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",8bfd96f8852a957c3cb5e98e5310099e
87,0087.webp,墜落・転落,教育イラスト,"https://akrobat.jp/archives/column/niyakusagyou",akrobat.jp,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",48e33a23cda1f287d14a808b11c19e2f
88,0088.png,墜落・転落,教育イラスト,"https://www.irasutoya.com/2017/03/blog-post_296.html",www.irasutoya.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",737b7fb4fdae8c4abe8cd7a1b4c0ca62
89,0089.png,墜落・転落,教育イラスト,"https://www.irasutoya.com/2019/09/2_21.html",www.irasutoya.com,"高所作業車 安全帯 命綱 未着用 墜落 イラスト",46220a36c7e9035cc687779ec7ab20c8
90,0090.jpg,墜落・転落,実事例図/写真,"https://www.youtube.com/watch?v=okeEGQNaEh4",www.youtube.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",e3f56ce52707c1cd0788e9f7ed4fc17e
91,0091.jpg,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/accident/140069/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",dd932e03ef2be3032dbfe2d3b7af94e5
92,0092.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",36e307f990f3b833acd1c9905c9ed049
93,0093.jpg,墜落・転落,実事例図/写真,"https://anzeninfo.mhlw.go.jp/anzen/sai/sai_new140401.html",anzeninfo.mhlw.go.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",6a5d7ece33e7fb5d9ccd365dd9488ee8
94,0094.png,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/series/37733/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",6be674946b6749c2fd7eef9be44c241b
95,0095.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",f23852e5d2df56d885736314816d68da
96,0096.jpg,墜落・転落,実事例図/写真,"https://www.youtube.com/watch?v=OCIsTmdgIp0",www.youtube.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",82dfeed5a243b916cd619713c433fc96
97,0097.jpg,墜落・転落,実事例図/写真,"https://www.j-bma.or.jp/h_s_clinic/50684",www.j-bma.or.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",75f403c80ef694fad6ada5743ff52c5e
98,0098.jpg,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/news/212329/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",f2f76f76da0d29d2766199998a21bc4c
99,0099.webp,墜落・転落,実事例図/写真,"https://akrobat.jp/issue",akrobat.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",dc9a0c37c65f8151196eadab5bc391b8
100,0100.jpg,墜落・転落,実事例図/写真,"https://xtech.nikkei.com/atcl/nxt/column/18/00142/00740/",xtech.nikkei.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",437e4ef5bf49c48cfa2b338a5846bea6
101,0101.jpg,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/accident/113391/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",8fa8b266d53ca776e467f082a24daa9d
102,0102.jpg,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/accident/113394/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",c25107a9530e9b907bcf13cb26202949
103,0103.png,墜落・転落,実事例図/写真,"https://www.nishikawa-nbc.co.jp/engineer_post/2025/02/25/110749/",www.nishikawa-nbc.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",5b785d7036dc21289bad6d5224254df3
104,0104.jpg,墜落・転落,実事例図/写真,"https://www.youtube.com/watch?v=Ort9zbg6lmA",www.youtube.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",29a43f3f6afb89faf64b3aeebc0728ba
105,0105.webp,墜落・転落,実事例図/写真,"https://ranmeishi.com/anzenkyouiku-tsuiraku-tenraku/",ranmeishi.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",3f10a62860952c329786593c838138cc
106,0106.webp,墜落・転落,実事例図/写真,"https://akrobat.jp/issue",akrobat.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",11685addc968f06e2230210b13bf07e1
107,0107.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",f97afcfb01fb1d3dd0052151c69cd9c5
108,0108.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",18946e4d079975774ca102dc9f618e6e
109,0109.png,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/accident/191784/",www.rodo.co.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",45d1a242b70dca3a789df33aafb1cb39
110,0110.png,墜落・転落,実事例図/写真,"https://koujishi.com/denkikouji/176/",koujishi.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",800e9821ea6eee8a7860da54a048fb37
111,0111.jpg,墜落・転落,実事例図/写真,"https://www.youtube.com/watch?v=7vTppcM5VAE",www.youtube.com,"高所作業車 墜落 死亡災害 事例 厚生労働省",0fb2a1dcfc1dcb041400d71ae132a284
112,0112.jpg,墜落・転落,実事例図/写真,"http://www.sacl.or.jp/case/disaster/high/",www.sacl.or.jp,"高所作業車 墜落 死亡災害 事例 厚生労働省",0b79d330030ba660a42b9c1dec04e260
113,0113.jpg,墜落・転落,実事例図/写真,"https://anzeninfo.mhlw.go.jp/anzen/sai/sai_new090319.html",anzeninfo.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",6c6884db008a393115943a24eddd4224
114,0114.jpg,墜落・転落,実事例図/写真,"https://anzeninfo.mhlw.go.jp/anzen/sai/sai_new150316.html",anzeninfo.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",4a61a9c5f9de1bb72eb930cf1397186e
115,0115.png,墜落・転落,実事例図/写真,"https://www.rodo.co.jp/accident/113391/?industry",www.rodo.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",129d1fe2d8839278e9a294951d5c359e
116,0116.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",5e58fec8c710750d4617e5f237b0f639
117,0117.jpg,墜落・転落,実事例図/写真,"http://safeconsortium.mhlw.go.jp/anzenproject/concour/2019/sakuhin8/n434.html",safeconsortium.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",6ef8610bbb73a2b455177342d299628b
118,0118.jpg,墜落・転落,実事例図/写真,"http://safeconsortium.mhlw.go.jp/anzenproject/concour/2018/sakuhin8/n250.html",safeconsortium.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",9b69fd8e3111219c155642168d208143
119,0119.jpg,墜落・転落,実事例図/写真,"https://jsite.mhlw.go.jp/iwate-roudoukyoku/news_topics/kantokusho_oshirase/hanamakikantokusyo/anzeneisei_construction.html",jsite.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",c71ea2fbe21d8f296d68067fbf05972f
120,0120.webp,墜落・転落,実事例図/写真,"https://akrobat.jp/archives/column/rakkabutsu",akrobat.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",753bf7d41974376446b186c1dc61257a
121,0121.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",afb404cbed207f41e9ab487ee40d43a7
122,0122.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",b0799e99521c8c3fa3729ba40c0b0f14
123,0123.jpg,墜落・転落,実事例図/写真,"https://anzeninfo.mhlw.go.jp/anzenproject/concour/2016/sakuhin7/n379.html",anzeninfo.mhlw.go.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",d1629234efb2d505c4633d2b0df46d77
124,0124.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",70dbc65aa1b9193da6f70ebacdf60bd2
125,0125.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",787c1062c30fde260718e42c1bc70ec1
126,0126.jpg,墜落・転落,実事例図/写真,"https://www.rent.co.jp/media/knowhow/aerial-work-vehicle-accident/",www.rent.co.jp,"職場のあんぜんサイト 高所作業車 墜落 災害事例",7ffe7c13480129d5a2f21c0f2ba40f24
